"Trait","Microbial_Feature","Estimate","CI_Low","CI_High","Std_Error","T_value","P_value","P_adj","R2_Marginal","Heritability_h2","Var_Prop_Cage","Var_Prop_Dam"
"lesionArea","g_Faecalibaculum",-0.09269162998952,-0.189141359194402,0.00375809921536203,0.0492090455126949,-1.88362991039132,0.0596150531006838,0.161121765136983,0.18935530071562,0.361115703956716,0,0.0221443115097758
"lesionArea","g_Escherichia.Shigella",-0.132194084929404,-0.271935731305071,0.00754756144626326,0.0712967583549322,-1.854138785263,0.0637193070983022,0.167682387100795,0.188983401180974,0.377443466778719,0,0.0130941606427997
"lesionArea","g_Akkermansia",-0.0799285086820221,-0.192819307550758,0.0329622901867136,0.0575973463615999,-1.38771165220401,0.165224866418855,0.351542268976287,0.188667529226962,0.348736218847367,0,0.0210454238866804
"folChol","g_Bifidobacterium",-0.0591757447045906,-0.0842924214030452,-0.034059068006136,0.0128146309685993,-4.61782667402547,3.87779930544063e-06,0.000193889965272032,0.275282137752009,0.481168939310013,0.174774261178006,8.51590225877276e-11
"folChol","g_Coriobacteriaceae.UCG.002",-0.0302824609094129,-0.0502373198553033,-0.0103276019635226,0.0101810504825971,-2.9743945343534,0.0029356735240027,0.0172686677882512,0.259821136657232,0.460916445673472,0.184256133208213,0
"folChol","g_Enterorhabdus",0.059902314425351,0.0208373559396774,0.0989672729110247,0.0199311012682008,3.00546937267949,0.00265171299779121,0.0160709878654013,0.257946334305606,0.457180480630878,0.183205134559941,0.00624214322257523
"folChol","g_Alistipes",0.0475057068002967,0.0217281128069512,0.0732833007936422,0.0131518336700742,3.61209759734047,0.000303730204598951,0.00336296137025238,0.259273498918544,0.492897847171403,0.17307153313086,1.45052696784058e-10
"folChol","g_Staphylococcus",0.0298971381913375,-0.0282595525411297,0.0880538289238046,0.0296717809859526,1.0075950009705,0.313648929802705,0.518938966286277,0.244581701102021,0.449517889805212,0.196977912624921,0.0187152000813358
"folChol","g_Lactobacillus",-0.0106898803092253,-0.0345529857804163,0.0131732251619656,0.0121750538118321,-0.87801503586264,0.379935559092937,0.571331667808927,0.244344128048894,0.455788943725098,0.196978558876353,0.0136438257980642
"folChol","g_Lactococcus",0.0668531563682425,0.0288129670955342,0.104893345640951,0.0194082598330144,3.44457241109901,0.000571963410543219,0.00439971854264015,0.267702709915443,0.397136894430778,0.188509835421568,0.0294604074066074
"folChol","g_Clostridium.sensu.stricto.1",-0.0216299904794325,-0.0416564673265337,-0.00160351363233118,0.0102175902281129,-2.11693657668119,0.0342652308850917,0.103834032985126,0.248866061323745,0.456001631390994,0.199959828975167,0.0166473363914455
"folChol","g_Clostridium.sensu.stricto.13",-0.0373080346832368,-0.0588463843864261,-0.0157696849800474,0.0109889539301986,-3.39504878446263,0.000686163729752609,0.00508269429446377,0.265514145685875,0.440088844552874,0.20875338592645,1.21335909591851e-09
"folChol","g_.Eubacterium..brachy.group",0.0335815301620146,-0.0181593656319408,0.0853224259559699,0.0263984162214058,1.27210397322185,0.203336179678323,0.395133757162902,0.246354914501294,0.451440252014467,0.190643456245856,0.0170759484407468
"folChol","g_.Eubacterium..nodatum.group",0.0120012377157568,-0.0387740935658677,0.0627765689973814,0.025905781266135,0.463264843953782,0.643174541908457,0.761153304033677,0.243756122358531,0.452375916700177,0.201715256406838,0.0158466901103368
"folChol","g_A2",0.0433526446876021,0.0240482019215355,0.0626570874536688,0.00984920549289116,4.40163876354216,1.07436322498433e-05,0.00041878646404671,0.274435177776504,0.458182522258498,0.190314695775917,1.96325450386183e-09
"folChol","g_Acetatifactor",0.0287926986718661,0.00281181751011375,0.0547735798336185,0.013255551613139,2.17212376460642,0.029846328916725,0.0947502505292857,0.252030845542683,0.444883993549125,0.193081094431338,0.0188124046609001
"folChol","g_Blautia",0.0415568484510511,0.021437793139762,0.0616759037623402,0.0102648241384128,4.04847154619415,5.15532001268415e-05,0.000926209346452378,0.26955226857701,0.458924214673974,0.178127855000373,0.00124187848647416
"folChol","g_GCA.900066575",0.0472203643809396,0.0174476070183999,0.0769931217434792,0.0151901823278263,3.10861076989434,0.00187969169705426,0.0125312779803618,0.261959591541566,0.424984527601972,0.194328853041925,0.0209187813867999
"folChol","g_Lachnoclostridium",0.0677046926225836,0.0363980227187574,0.0990113625264097,0.0159727907672582,4.2387516126091,2.24766173857471e-05,0.000561915434643678,0.271481635444544,0.446724301122435,0.183444638170112,0.0216231577688316
"folChol","g_Lachnospiraceae.FCS020.group",0.0406873230912429,-0.00963792882486771,0.0910125750073535,0.0256761489367911,1.58463495407375,0.113049298420283,0.262905345163448,0.247700916004906,0.446476715627705,0.19523732118968,0.0160700179610217
"folChol","g_Lachnospiraceae.NK4A136.group",0.0665230363337651,0.040274683462932,0.0927713892045982,0.0133920167708332,4.96736507070744,6.78687488431251e-07,6.84834267739021e-05,0.281896403425163,0.429957619642721,0.202665256622546,0.0161997585751451
"folChol","g_Lachnospiraceae.UCG.004",0.0370161157436359,-0.019663134117938,0.0936953656052098,0.028917984623252,1.28003788043626,0.200531813877112,0.395133757162902,0.246537041995177,0.437158611450302,0.195753364095034,0.02757957791817
"folChol","g_Lachnospiraceae.UCG.006",0.0594704813755111,0.0273809168184971,0.091560045932525,0.016372226814803,3.63240028666965,0.000280797094017293,0.00330349522373286,0.262947672739465,0.45810824521034,0.186360963252933,0.00616251854115048
"folChol","g_Marvinbryantia",-0.0201225177234895,-0.0509327688804335,0.0106877334334546,0.0157195158964,-1.28009780047347,0.200510742137885,0.395133757162902,0.246135080996412,0.448693427362094,0.199240418151754,0.0169947920246803
"folChol","g_Roseburia",0.0335888868581454,0.00990607808164136,0.0572716956346494,0.012083065702298,2.77983151674475,0.00543871081093283,0.025296329353176,0.254187514872486,0.466924256776383,0.198660225127846,0.00583689297272075
"folChol","g_Tyzzerella",0.0377457940667541,0.0060445631758556,0.0694470249576527,0.0161740973933156,2.33371873241926,0.0196104545587614,0.0713107438500415,0.253852783260396,0.413392899107403,0.184274823168744,0.0405937633411593
"folChol","g_Romboutsia",0.0412876509824791,0.0207969225327646,0.0617783794321937,0.0104544532906707,3.94928838787995,7.83838705136208e-05,0.00111976957876601,0.267866137457872,0.460074702599279,0.189658925013294,0.0102698705973276
"folChol","g_Terrisporobacter",-0.0443353268960117,-0.0658933040899808,-0.0227773497020427,0.0109989679561067,-4.03086244754415,5.55725607871427e-05,0.000926209346452378,0.273829608996424,0.452836134542444,0.192788317668964,0.00245793947416912
"folChol","g_Anaerotruncus",-0.00657028418912277,-0.0639443643748904,0.0508037959966448,0.0292724898906978,-0.224452522271113,0.822405206161676,0.885255472519271,0.243495962986556,0.454865647077459,0.197717231075416,0.0161299902851146
"folChol","g_GCA.900066225",0.031380932723016,-0.0303026376894505,0.0930645031354825,0.0314712093941156,0.997131452116472,0.318700708151881,0.518938966286277,0.244019613526948,0.464246830259418,0.195262035713422,0.00892141435980818
"folChol","g_Intestinimonas",0.0469352437710478,0.0180450677728916,0.0758254197692041,0.014739885713345,3.18423390003317,0.00145137684515606,0.0103669774654004,0.256716282855565,0.47088825097719,0.177527523053302,0.0148519102415088
"folChol","g_Oscillibacter",0.062128480178296,0.0323933792237554,0.0918635811328366,0.0151709698747656,4.09522137946081,4.21765176206179e-05,0.000843530352412358,0.269868303900793,0.46864144961968,0.186318495406905,0.0033026958736895
"folChol","g_Ruminiclostridium",0.0641883769570868,0.0388523008658412,0.0895244530483325,0.012926569434309,4.96561576397227,6.84834267739021e-07,6.84834267739021e-05,0.286032315357954,0.446646854575837,0.165016725963814,0.00747832658107185
"folChol","g_Ruminiclostridium.5",0.0752164679990294,0.0374604740415578,0.112972461956501,0.0192632622231998,3.90465888526618,9.43583834063233e-05,0.00125811177875098,0.268819587026177,0.458999837930092,0.169487576504051,0.0127358429153995
"folChol","g_Ruminiclostridium.9",0.0618647202138401,0.0276233812256,0.0961060592020803,0.0174700709123674,3.54118311964291,0.000398337015192762,0.00355762308251739,0.265302893420307,0.434308160369062,0.193553502991637,0.0168633297522183
"folChol","g_Ruminococcaceae.NK4A214.group",0.0217163354728399,-0.0286719891004666,0.0721046600461464,0.0257083288639319,0.844719841098164,0.398267278871609,0.571472034102386,0.244292900576517,0.455340503705017,0.196816732921722,0.0156584277416735
"folChol","g_Ruminococcaceae.UCG.010",0.171626675004221,0.102194647544955,0.241058702463487,0.0354245038057479,4.84485755807178,1.2670254616598e-06,8.44683641106533e-05,0.271823491766711,0.471072822156906,0.19553786093518,0.00967037538753357
"folChol","g_UBA1819",-0.00764483350487756,-0.0354859622495538,0.0201962952397986,0.014204657522794,-0.538192032620992,0.590444479992487,0.715690278778772,0.24409885004937,0.453413494920485,0.201654218813173,0.0122941742958971
"folChol","g_Dubosiella",-0.038059914181886,-0.0596899410421301,-0.016429887321642,0.0110357279899204,-3.44879052987246,0.000563103340653237,0.00439971854264015,0.261903836377322,0.469283931141675,0.199789704448984,0
