SampleID,ID,Sex,ngen,Cage_ID,Dam_ID,folChol,liverTC,lesionArea,folGLC,folTG,shannon,faith_pd,observed_otus,UWU_PC1,UWU_PC2,UWU_PC3,WU_PC1,WU_PC2,WU_PC3,Bray_PC1,Bray_PC2,Bray_PC3,g_Bifidobacterium,g_Coriobacteriaceae UCG-002,g_Enterorhabdus,g_Alistipes,g_Staphylococcus,g_Lactobacillus,g_Lactococcus,g_Clostridium sensu stricto 1,g_Clostridium sensu stricto 13,g_[Eubacterium] brachy group,g_[Eubacterium] nodatum group,g_A2,g_Acetatifactor,g_Blautia,g_GCA-900066575,g_Lachnoclostridium,g_Lachnospiraceae FCS020 group,g_Lachnospiraceae NK4A136 group,g_Lachnospiraceae UCG-004,g_Lachnospiraceae UCG-006,g_Marvinbryantia,g_Roseburia,g_Tyzzerella,g_Romboutsia,g_Terrisporobacter,g_Anaerotruncus,g_GCA-900066225,g_Intestinimonas,g_Oscillibacter,g_Ruminiclostridium,g_Ruminiclostridium 5,g_Ruminiclostridium 9,g_Ruminococcaceae NK4A214 group,g_Ruminococcaceae UCG-010,g_UBA1819,g_Dubosiella,g_Erysipelatoclostridium,g_Faecalibaculum,g_Escherichia-Shigella,g_Akkermansia
960,960,Male,Wave 2,194239,821,506.4,10.41666667,3055,233.7,387,5.283869386,4.490049784,81,-0.098330871,-0.143307704,-0.131900973,-0.029673029,0.03748098,0.010100601,0.308515365,0.004418202,0.16255817,1,1,90,469,1,9,169,1,1,1,1,1008,1,365,169,313,14,293,1,49,1,30,66,1,1,1,1,73,70,134,77,116,1,1,6,1,422,1,1,1
963,963,Female,Wave 2,194240,822,1237.2,12.93235384,na,223.8,1128,3.123985296,5.190164554,68,0.232581825,0.16246824,-0.068862528,-0.031579911,-0.010811634,-0.018697423,-0.415454451,0.055912688,0.005538067,1,426,4,1,3,35,20,25,27,2,5,77,1,11,124,35,1,12,1,4,1,1,10,2,35,1,1,5,16,8,1,24,1,1,54,1283,263,2930,37,1
964,964,Female,Wave 2,194240,822,715.8,8.046567369,45579,322.8,384,3.928114316,5.452284656,64,0.246628225,0.192145335,-0.082245993,0.021518167,-0.01965466,0.004740957,-0.385498146,-0.062406241,0.013944866,83,370,5,1,1,92,114,320,139,4,1,2,1,168,1,10,1,9,1,1,1,1,1,1,236,2,1,1,8,2,10,17,1,1,163,464,147,2379,105,1
965,965,Male,Wave 2,194241,822,284.4,6.810529538,4687,241.8,285,3.975133791,4.737566501,56,0.204978682,-0.044956303,-0.082506432,0.009802629,-0.013463522,0.004920422,-0.29645866,-0.189818277,0.112447638,49,275,7,1,1,182,102,1,76,1,1,73,1,84,21,101,1,1,1,10,1,1,28,1,1,1,1,1,28,9,2,56,1,1,35,937,249,1719,70,918
966,966,Male,Wave 2,194241,822,197.4,6.818181818,1,273,258,3.81366307,4.937884898,60,0.128826424,-0.052869097,0.033893524,-0.000221775,-0.010182886,0.000642371,-0.295705439,-0.141434697,0.095695052,175,372,13,1,1,25,153,1,10,4,1,38,1,27,24,138,2,8,1,24,1,1,27,1,1,1,1,1,42,4,5,95,1,1,1,1213,119,1758,37,840
968,968,Female,Wave 2,194242,823,863.7,11.57731158,97595,312.6,594,5.52583239,5.634298932,114,-0.249650824,0.061497531,0.025027931,0.068878402,0.020990302,0.014438911,0.339902977,-0.033438359,-0.055753978,1,1,84,55,3,72,928,1,1,9,1,39,68,294,53,182,12,175,1,43,270,499,35,1,1,1,13,53,116,122,35,231,9,1,1,1,1,10,27,1
970,970,Male,Wave 2,194243,823,397.8,7.672882673,604,253.5,345,5.449672119,6.102783717,115,-0.18998659,0.148828952,-0.074205635,0.030784395,0.025906019,0.031697077,0.34511293,0.11068281,0.194360643,1,1,23,27,7,72,307,1,1,1,1,780,31,135,109,250,16,376,1,36,1,387,49,1,1,1,2,52,167,201,45,282,9,3,1,1,1,11,3,1
971,971,Male,Wave 2,194243,823,873.3,6.476530006,32630,237.9,1404,5.04779563,4.774217347,85,-0.195458567,-0.028486641,0.025157724,-0.033531061,0.042665644,0.014950801,0.416969188,0.101552714,0.046919581,1,1,25,206,7,1,806,1,1,9,1,990,47,703,188,146,1,171,1,55,1,14,1,1,1,1,9,82,90,374,50,178,1,1,1,1,1,6,1,1
973,973,Female,Wave 2,194244,824,709.8,17.89077213,18461,273.6,252,4.645534795,4.049799099,59,-0.099078583,-0.239288207,0.011036503,-0.005122498,0.01499406,0.018048416,0.223348598,-0.103182474,0.136906242,1,1,77,43,1,1,591,1,101,1,1,609,1,216,365,251,1,234,34,38,1,71,52,1,1,1,1,35,127,10,12,64,1,1,1,1,838,327,1,1
974,974,Female,Wave 2,194244,824,1405.2,12.12121212,30076,219.3,1014,4.382262111,4.431939166,78,-0.150464679,-0.241431628,-0.013709376,0.030780699,0.005088915,0.012930281,0.074797999,-0.070955125,0.121233792,1,1,115,32,1,16,594,1,1,1,1,273,1,244,103,156,1,160,8,17,1,30,17,1,1,1,1,65,109,25,22,38,1,5,1,1,972,1250,3,1
978,978,Male,Wave 2,194245,824,344.4,8.344312692,1489,263.4,270,3.129023072,4.177004599,51,0.2208628,-0.060113897,-0.256374076,-0.036909111,-0.005771968,-0.021960587,-0.397900634,0.093469744,-0.04366443,43,328,15,1,1,149,281,6,29,1,1,1,1,1,23,88,1,9,1,1,80,17,10,1,16,1,1,13,5,3,1,33,1,1,28,1151,66,2985,1,1
982,982,Male,Wave 2,194245,824,262.05,7.708911502,589,323.55,288,3.36257601,4.50583284,53,0.288163899,0.059426334,-0.140156509,-0.037279514,-0.007208802,-0.019722664,-0.454004277,0.031521287,-0.02945023,63,276,11,1,1,10,22,196,147,1,1,1,1,1,1,1,1,1,1,1,54,4,1,1,159,2,1,10,6,2,1,13,4,1,27,750,186,2901,1,1
986,986,Female,Wave 2,194246,825,486,8.329168749,6876,286.5,135,5.053587459,4.461575158,73,-0.176777042,-0.209428416,-0.002694621,-0.034843017,0.024778923,0.005869942,0.333091372,-0.023891265,0.05404368,1,1,105,31,1,382,766,1,1,1,11,810,87,67,114,305,5,127,25,60,1,1,35,1,1,1,11,1,165,63,10,248,1,1,1,1,457,12,4,1
990,990,Female,Wave 2,194246,825,1035.6,19.94910283,52145,339,429,2.908069051,4.763520297,62,0.233747521,-0.001489321,0.065735108,-0.049793075,-0.020080122,-0.021512453,-0.391468669,0.168190113,-0.069120015,75,329,1,1,1,350,13,81,50,1,2,123,3,1,14,30,1,27,5,7,2,7,16,14,60,1,1,1,28,3,4,59,1,1,79,1,151,3861,47,1
992,992,Male,Wave 2,194247,825,458.7,7.501425271,69219,419.1,261,5.046212945,5.267614911,106,-0.20327312,-0.05859149,0.026934139,-0.005076668,0.015884032,0.01741277,0.058110808,0.085581178,0.133021757,47,1,46,11,4,35,451,1,1,3,5,563,91,38,189,272,7,323,1,86,1,33,1,1,1,3,1,9,118,25,22,196,1,1,1,1,134,1478,2,42
993,993,Male,Wave 2,194247,825,270.3,3.489427036,22982,308.7,360,4.633612012,5.45573661,92,-0.081700166,-0.030779399,0.026186081,-0.030165835,0.006610019,-0.001982014,-0.155687458,-0.103650533,0.132626167,69,1,19,1,6,34,161,1,1,1,9,32,1,121,170,216,4,214,1,42,145,1,1,1,1,1,1,60,166,5,29,109,1,1,1,1,485,1912,18,534
1003,1003,Male,Wave 2,194888,829,391.2,8.753501401,4483,302.1,204,3.829317048,5.022359996,87,-0.035639437,0.027145185,0.127790933,-0.070114623,0.007929165,-0.027088601,-0.170359406,0.229768012,0.02337565,10,1,15,13,1,1,89,3,28,1,1,492,80,211,60,203,6,186,6,53,1,15,30,1,1,3,1,36,40,49,19,114,10,1,1,1,130,3039,5,75
1005,1005,Male,Wave 2,194888,829,198.6,8.799171843,914,246,201,3.472324283,3.740947892,39,0.347099151,-0.127119055,0.129755208,-0.061764041,-0.037124753,-0.00997322,-0.383855131,-0.16121453,-0.00282379,10,1,13,1,1,1,135,801,201,1,1,1,1,156,1,1,1,1,1,1,1,1,15,1,242,13,1,1,9,1,11,18,1,1,1,1,498,2540,155,409
1023,1023,Male,Wave 2,194885,827,414.6,6.469979296,1122,240.6,219,4.49396868,5.069268724,71,0.038565921,0.24997277,0.001175649,0.089984433,-0.033927736,-0.029987191,-0.137840948,-0.252923403,0.205494282,12,49,19,9,1,1,70,141,1,4,1,97,1,373,8,42,1,31,1,3,1,1,15,1,88,1,1,41,34,1,27,32,1,1,362,415,1127,1073,49,1
1024,1024,Male,Wave 2,194885,827,234.9,7.139287499,1,273.6,183,4.970645569,4.882931614,73,-0.0051409,0.114712087,0.091615626,0.027158856,0.000231569,0.021303813,0.074021882,0.065096858,0.220966511,70,1,16,11,1,1,230,46,1,9,1,686,1,235,78,171,1,488,1,46,1,1,55,1,1,1,1,52,327,113,36,237,1,1,8,112,41,1192,1,1
1031,1031,Male,Wave 2,194887,828,348.3,6.678688306,1933,390.6,420,4.483585682,5.182102648,77,0.006979244,0.010189632,-0.140331776,0.063408335,-0.009376761,-0.003247582,0.101265374,-0.309103835,0.050004462,1,1,25,6,1,7,767,1,1,5,13,174,1,145,52,197,1,64,1,8,1,1,38,1,1,1,4,1,84,45,18,77,10,1,14,1,632,589,3,1084
1032,1032,Female,Wave 2,194889,830,1549.8,18.23357802,102917,225,1236,5.127775279,5.186268309,94,-0.181855759,-0.088596092,-0.012111023,0.140084904,0.004195857,-0.057253753,0.249518865,-0.045630674,-0.025236487,1,1,57,29,1,366,838,1,1,7,16,224,36,683,42,116,1,62,9,15,5,132,34,1,1,1,2,19,29,54,26,55,14,5,1,1,233,264,1,1
1033,1033,Female,Wave 2,194889,830,738.9,16.53439153,71138,319.5,252,5.67506217,4.804704937,95,-0.181578902,-0.145955802,-0.024074315,0.040231212,0.023310562,0.022104167,0.267057572,-0.00803792,0.106648566,1,1,89,92,1,9,71,1,1,1,11,354,37,8,165,280,1,459,48,138,1,400,73,1,1,1,16,34,326,101,27,302,21,1,1,1,312,6,1,1
1039,1039,Male,Wave 2,194890,830,619.8,9.953814302,16180,289.8,333,4.466541098,4.872199059,74,-0.10001582,-0.067927598,-0.005795774,0.053255612,0.007450341,0.008920022,0.029560182,0.088908491,0.174256665,23,1,22,91,1,16,369,1,1,12,13,868,1,1,67,119,1,384,12,42,1,116,1,1,1,8,1,43,69,124,29,154,13,1,1,1,121,1488,1,1
1044,1044,Female,Wave 2,194892,831,802.65,11.94457716,14832,200.7,934.5,3.311772899,2.705434852,23,0.303189739,0.093267335,0.013304517,0.093573037,-0.094369146,-0.082623151,-0.075067564,-0.438015509,-0.133369472,1,1,1,1,1,3,222,307,389,1,1,1,1,637,1,26,1,1,1,1,1,1,1,1,244,1,1,1,1,1,37,1,1,1,83,1,1,186,177,1868
1048,1048,Male,Wave 2,194893,831,370.5,10.92707614,2999,263.4,408,2.996473709,2.959509273,30,0.338177789,-0.123923226,0.172299862,-0.039765313,-0.00718128,-0.021822571,-0.463572369,0.029984995,-0.062184827,106,325,1,1,1,47,95,333,173,1,1,1,1,27,1,1,1,1,1,1,24,1,1,1,251,1,1,1,1,1,1,1,4,1,1,431,213,3312,122,1
1049,1049,Male,Wave 2,194893,831,412.2,7.99924713,46611,295.8,492,3.304511069,3.953664451,41,0.288560232,-0.153874077,0.039897993,-0.039297175,-0.007241671,-0.021702526,-0.46435667,0.033218195,-0.051158728,166,420,7,1,1,144,59,369,165,1,1,1,1,15,1,1,1,1,1,1,49,1,3,1,215,1,1,1,1,1,1,1,5,1,1,671,125,2886,116,1
1052,1052,Female,Wave 2,194897,833,989.1,11.46110618,167826,216,543,5.6639958,4.604686307,85,-0.055750489,0.069197007,0.200157197,0.075043274,0.008582421,0.006950681,0.261300002,-0.017575929,0.050089344,1,1,143,1,7,1,32,6,1,1,40,316,1,118,130,242,1,117,1,34,121,510,1,1,1,1,1,123,423,401,46,210,1,1,1,1,48,27,1,1
1053,1053,Female,Wave 2,194897,833,920.1,15.52795031,57113,207.6,1017,4.652685906,5.169048953,89,-0.18532236,0.194444724,-0.057146967,0.050812491,-0.001847433,0.011957969,-0.028276878,0.062795262,0.051281716,1,1,39,6,1,273,603,1,1,8,23,474,1,28,112,61,1,82,1,1,1,5,1,1,1,1,1,18,98,85,28,74,1,1,1,1,134,1741,32,1
1057,1057,Female,Wave 2,194897,833,891.3,20.95040915,35286,224.1,648,5.285620176,4.643590815,81,-0.128786532,0.128824118,-0.05963921,0.116939076,0.000456915,-0.031559275,0.29091361,-0.100387279,-0.110856202,1,1,32,1,1,18,1049,1,1,1,26,411,1,109,79,133,1,57,1,32,14,649,1,1,1,1,1,58,200,108,39,73,1,1,1,1,81,1,190,1
1059,1059,Male,Wave 2,194898,833,1179,14.03656525,4444,270.6,1407,3.33710993,4.438984124,72,0.011387899,0.144477706,-0.092969367,-0.001097354,-0.004380094,0.005690643,-0.299550117,0.052587212,0.03201594,1,1,30,6,1,26,88,1,69,1,1,156,1,100,7,108,1,151,9,14,1,25,1,1,1,1,1,26,25,11,5,45,1,1,56,1,631,3298,72,1
1064,1064,Female,Wave 2,194894,832,1248.3,14.0490979,505275,323.1,525,3.624353274,5.283513235,68,0.068196845,0.095106464,0.133356759,-0.030376893,-0.009628895,-0.018844079,-0.327146072,0.097021048,0.029720163,92,594,4,1,1,5,136,37,1,1,1,193,1,44,30,57,1,34,5,1,1,50,6,197,1,1,1,1,9,20,11,25,14,5,1,1094,131,2524,53,1
1065,1065,Female,Wave 2,194894,832,822.6,13.60354621,201296,288.3,585,2.806059511,4.686142391,52,0.11444901,0.06711906,0.210104889,-0.052353745,-0.01557503,-0.02746734,-0.407912846,0.211898396,-0.072192267,196,501,6,1,1,154,26,83,1,3,1,156,1,79,23,69,1,16,1,2,1,6,7,5,1,1,1,1,14,14,6,42,1,1,1,575,45,3654,9,1
1066,1066,Female,Wave 2,194894,832,1340.1,15.61010878,163021,304.8,1023,3.743319445,5.037555119,60,0.062325732,0.020466043,0.197876299,-0.048115937,-0.03356426,-7.81E-05,-0.30372203,0.115363065,0.017660764,40,112,13,22,1,320,135,307,1,1,10,208,1,17,45,74,1,108,1,1,1,120,11,329,1,1,1,1,1,31,9,33,22,1,1,208,163,2827,64,1
1070,1070,Male,Wave 2,194895,832,693.15,9.802998933,57376,377.25,399,3.964393381,5.170162948,83,-0.168927533,0.039857135,-0.011202027,-0.03769535,0.002795152,-0.016133901,-0.211804639,0.129206671,-0.006750524,238,116,12,4,3,123,496,1,1,1,1,220,1,127,12,93,3,39,1,29,1,1,14,1,1,1,1,1,39,35,9,70,1,1,1,438,58,2657,8,1
1071,1071,Female,Wave 2,194904,834,1920,16.57932195,51960,272.4,1623,4.147529192,5.121724913,74,0.047605506,0.071805107,0.039332091,0.101503919,-0.039473841,-0.045647946,-0.186928337,-0.052755938,0.072232472,10,1,18,43,1,32,196,54,1,1,1,29,1,8,63,40,3,185,1,5,251,1,18,1,1,1,1,28,33,59,10,24,7,4,10,1,1,2102,1,575
1073,1073,Female,Wave 2,194904,834,764.1,17.62036915,44117,285.6,822,4.361290553,5.389461538,70,0.066954322,0.170966126,0.02259553,0.11932799,-0.046326391,-0.045252087,-0.080618148,0.089191478,0.116088857,9,1,29,27,1,45,216,102,1,3,1,421,1,151,204,71,1,13,1,3,1,1,23,1,1,1,1,31,25,114,6,11,1,5,39,1,1,1959,22,5
1076,1076,Male,Wave 2,194905,834,502.2,12.05366006,1864,304.2,543,2.213471244,3.303278886,41,0.316314692,-0.144864134,0.018219301,-0.048827202,-0.008704352,-0.024123222,-0.421854112,0.114479937,-0.096089513,251,1,10,1,1,30,153,1,130,1,1,5,1,8,63,19,1,11,1,1,62,1,1,1,101,1,1,1,6,5,1,15,5,1,1,1,226,4377,67,1
1077,1077,Male,Wave 2,194905,834,398.4,9.766006485,2882,236.1,474,3.356796082,3.942625878,60,0.169640167,0.009046532,0.065018755,-0.025665647,-0.010868061,-0.002351728,-0.418614975,0.035548671,-0.078570938,166,1,30,1,1,147,115,108,296,1,1,1,1,28,9,13,2,1,1,1,148,1,1,1,263,1,1,11,6,1,1,12,3,1,1,1,169,3280,156,1
1080,1080,Female,Wave 2,195729,839,1092,16.74582877,42981,308.7,795,4.411651392,4.966647154,79,-0.148477367,-0.035074437,-0.098747438,0.08323428,0.010213356,-0.007153093,0.349025616,-0.047596436,-0.168927064,1,1,65,45,11,7,1849,1,1,5,1,536,43,364,43,80,1,164,1,1,1,172,18,1,1,1,1,27,7,147,8,43,1,1,1,1,179,10,30,1
1087,1087,Male,Wave 2,195730,839,765,10.93517628,33475,343.2,582,4.227229628,4.948694877,61,0.168260448,-0.044938007,-0.188344162,-0.037736443,-0.005527554,-0.013248389,-0.179698229,-0.314854211,0.109325218,1,2,24,1,1,6,277,561,524,1,22,6,1,1,143,46,1,6,3,5,6,24,21,1,1,1,1,15,11,8,12,73,14,1,200,23,914,1179,461,360
1088,1088,Male,Wave 2,195730,839,501.6,13.32054561,9901,233.4,219,4.92728771,5.104014856,87,-0.051646169,-0.028719058,-0.107373544,-0.018648168,0.020781648,0.012941628,0.318473515,-0.15971867,-0.04681539,1,1,22,33,1,4,1244,1,1,16,1,227,112,525,130,292,7,42,9,45,1,1,52,1,1,1,1,57,114,137,36,171,1,4,8,1,524,12,3,365
1091,1091,Female,Wave 2,195725,837,1311.9,13.97515528,42553,246,1551,4.942839962,4.745899479,76,0.041294511,0.086522843,-0.028568278,0.085616416,-0.029020367,0.001054975,0.204004627,-0.202832269,0.006297806,1,1,66,33,1,1,823,1,178,1,1,351,1,1,405,204,1,111,1,9,342,1,43,1,18,21,1,1,100,18,28,174,1,1,887,1,344,9,1,1
1092,1092,Female,Wave 2,195725,837,554.7,8.887425938,6949,352.5,576,4.755970799,5.436090547,88,-0.082427583,0.048753671,-0.073967485,0.026800502,0.00330253,0.021743541,0.206035868,-0.324505447,-0.094704767,1,1,104,20,1,6,1095,1,1,1,1,17,1,148,101,133,5,114,1,13,325,1,54,1,495,22,1,1,124,69,34,148,1,1,241,1,1027,4,1,1
1098,1098,Male,Wave 2,195726,837,177.9,5.323868678,1,252.3,159,2.9655471,3.950938953,53,-0.002825148,0.033205613,-0.127492072,0.032443987,-0.007543658,0.004719135,-0.261555116,0.159272138,-0.016764127,15,1,17,3,1,7,277,1,1,1,1,255,1,62,68,42,1,27,1,1,1,1,1,1,1,1,4,29,62,13,5,25,1,1,50,1,96,3653,1,1
1099,1099,Male,Wave 2,195726,837,423.9,9.848125297,2897,305.1,711,3.303960068,4.551254769,80,-0.046762977,0.050407941,-0.135871402,0.009554417,-0.004271211,0.009216804,-0.25876697,0.140674443,-0.017210632,5,1,48,2,1,164,341,1,1,4,4,195,1,60,34,116,4,86,1,8,1,18,30,1,1,1,1,19,42,14,1,25,4,3,29,1,182,3457,1,1
1103,1103,Female,Wave 2,195731,840,1275,11.58301158,85136,310.2,1473,4.968517684,4.247139802,67,-0.04378878,-0.104906441,-0.157274496,0.038282558,0.013491059,0.02061324,0.296459611,-0.051410326,0.085661735,1,1,25,63,1,45,872,21,1,1,6,794,1,48,196,288,1,68,1,44,1,1,1,645,34,1,1,38,101,138,10,199,1,1,15,1,279,1,22,1
1105,1105,Male,Wave 2,195732,840,716.1,7.908163265,6520,328.5,516,3.403040559,4.067251041,51,0.393626834,0.054256202,-0.059571808,-0.07022089,-0.061034206,0.007957537,-0.414925777,-0.014116553,-0.048582105,7,1,18,1,1,4,106,414,367,1,1,1,1,1,7,6,1,1,1,3,3,1,1,313,130,1,1,1,1,1,7,15,5,1,1,1,248,2797,103,94
1107,1107,Male,Wave 2,195732,840,502.2,6.942121111,1,324,531,3.823091292,4.099045695,45,0.360027819,-0.008028476,0.001617198,-0.041654896,-0.056599347,0.029293297,-0.326690215,-0.174295406,-0.000181644,13,1,19,1,1,1,308,367,391,1,1,1,1,1,1,1,1,11,1,1,1,1,1,214,149,1,1,1,1,1,11,14,9,1,1,1,243,2057,105,587
1109,1109,Female,Wave 2,195737,843,1041.3,13.97174254,27614,204.9,342,4.031284024,5.260611232,68,0.112046309,0.082990011,-0.106899831,-0.040064346,-0.004680528,-0.016828572,-0.263300162,-0.232660856,0.078896821,1,1,20,3,1,1,170,615,400,4,10,22,1,46,65,37,1,18,1,9,1,36,22,1,1,1,1,26,9,1,7,42,13,1,137,17,717,1823,389,475
1112,1112,Male,Wave 2,195738,843,268.2,7.575757576,4856,221.7,252,2.633947485,3.028776908,31,0.296445638,-0.075441146,-0.264927681,-0.035338391,-0.0059439,-0.016894444,-0.456083655,0.003037777,-0.073793624,67,1,9,1,1,7,42,217,245,1,1,1,1,69,1,1,1,1,1,1,1,1,1,1,366,1,1,1,1,1,1,7,2,1,77,1,380,3768,212,1
1113,1113,Male,Wave 2,195738,843,481.2,6.802721088,12384,315.6,279,3.501433414,4.231161626,57,0.203110397,0.032481992,-0.233315212,0.00064296,-0.008462514,0.010990249,-0.300874776,0.032561404,0.037844109,1,1,19,1,4,9,128,1,19,1,27,269,1,1,235,73,1,26,1,10,1,1,8,1,124,1,1,24,34,9,1,46,5,1,254,1,352,3051,146,1
1119,1119,Female,Wave 2,195723,836,1044.3,12.19706633,91279,267.9,378,4.917698406,6.048390291,100,0.021856574,-0.012353462,-0.013651572,-0.034754722,0.003436965,-0.005726999,-0.055991899,-0.05259625,0.097946715,1,239,31,8,1,5,472,53,189,1,1,323,58,549,58,99,2,54,5,2,1,1,16,314,200,1,1,26,30,63,33,97,1,3,71,205,407,1293,80,1
1121,1121,Female,Wave 2,195723,836,831.3,7.921589689,107417,266.7,339,3.640332699,3.629643551,40,0.253497923,-0.072551702,-0.050307576,-0.007039336,-0.011798359,0.001459927,-0.375300005,-0.175536868,0.071829886,8,371,1,1,1,1,105,203,339,1,1,59,1,89,1,12,1,1,1,1,1,1,4,13,427,1,1,1,1,1,1,20,1,1,117,351,745,2092,132,1
1124,1124,Male,Wave 2,195724,836,334.2,5.981703026,5751,408.3,282,4.111194286,5.393925555,80,0.070233868,0.162312608,-0.107505971,-0.015758231,-0.004445548,-0.003403062,-0.254097827,0.057431902,0.093083053,107,428,5,1,1,19,215,1,13,4,1,208,1,199,17,307,1,58,9,11,1,1,16,1,1,1,1,9,33,26,10,111,4,1,99,964,112,1996,29,1
1127,1127,Male,Wave 2,195724,836,394.5,7.156109197,10889,276.9,417,2.892075817,4.102074723,45,0.337136937,0.009403549,0.006907373,-0.040228919,-0.01205872,-0.023949199,-0.448754884,0.10383257,-0.044165125,115,440,7,1,1,76,55,23,57,3,14,60,1,1,6,66,1,6,1,1,1,1,1,1,19,1,1,1,1,1,4,13,5,1,78,850,167,3430,67,1
1128,1128,Female,Wave 2,195727,838,627.6,10.20408163,76946,287.4,360,5.374500954,5.517858641,121,-0.232164734,-0.050729205,-0.040199731,0.092642179,0.016244088,-0.002888301,0.376575765,0.040835856,0.009291732,1,1,39,80,15,1,774,1,1,1,1,594,142,783,183,299,11,189,11,21,1,112,47,1,1,11,1,34,143,134,37,76,5,1,1,1,96,13,13,1
1130,1130,Female,Wave 2,195727,838,694.2,13.06122449,113993,279.45,223.5,5.564458013,6.084200667,136,-0.16846611,0.02830083,0.196870292,-0.022060337,0.029376803,0.023537397,0.376810444,0.079318907,0.021734958,1,1,55,25,6,33,630,11,1,1,1,1005,160,435,185,220,46,345,1,43,1,34,121,1,1,1,3,1,247,240,29,123,2,1,1,1,11,5,1,1
1131,1131,Male,Wave 2,195728,838,432.3,8.303321329,39149,368.4,291,4.789287354,5.256781644,112,-0.220571016,0.1402997,-0.049483568,0.06335477,0.018963253,0.015758112,0.379090219,0.028991087,-0.047949265,1,1,14,4,1,7,1291,1,1,10,1,1011,85,410,94,210,15,422,7,11,1,1,17,1,1,5,5,30,80,34,19,62,11,1,1,1,138,1,4,1
1132,1132,Male,Wave 2,195728,838,448.5,9.033121445,30454,419.4,210,4.835410945,4.928192755,96,-0.206807786,-0.012333779,0.056945593,-0.010282957,0.018803545,0.014114231,0.125762767,0.081494538,0.065219511,91,1,64,74,18,1,831,1,1,1,1,639,39,104,191,112,1,236,1,30,1,4,31,1,1,1,1,42,54,214,33,113,1,1,1,1,98,1306,4,1
1136,1136,Female,Wave 2,195733,841,489.9,8.746355685,45131,293.4,447,3.471070518,4.041390881,46,0.245095229,0.074240734,0.057433642,-0.015235717,-0.021467521,0.006206366,-0.379135779,-0.029585833,-0.016414468,35,239,12,1,1,19,322,110,296,5,1,1,1,127,4,27,1,1,1,3,1,1,1,8,246,1,1,1,15,10,4,24,1,1,1,463,328,2861,79,1
1139,1139,Male,Wave 2,195734,841,595.5,5.952380952,22740,273.3,699,5.342040968,6.321610567,111,-0.192073301,0.132646496,-0.073258936,0.103920336,0.006732521,-0.01453812,0.274080182,-0.032575193,0.082923895,1,2,61,58,1,6,838,1,1,1,3,456,32,530,87,159,8,44,1,24,1,42,46,504,1,4,1,9,103,81,45,122,1,4,1,1,262,216,5,1
1141,1141,Male,Wave 2,195734,841,622.8,7.162480377,5844,281.7,927,4.839058094,4.686172264,87,-0.173964525,0.090943115,-0.048758079,0.019469072,0.008083598,0.021378,0.002101329,0.020867674,0.164466199,1,1,38,13,1,85,456,1,1,1,1,463,1,241,402,184,5,40,1,72,1,1,36,1,15,1,1,41,117,81,19,158,1,1,1,1,358,1481,20,1
1146,1146,Female,Wave 2,195735,842,624.3,10.28772165,na,195.3,357,2.995482329,3.217536628,38,0.343634899,-0.076626684,0.173206399,-0.04990565,-0.014777021,-0.016228002,-0.39769479,0.011897677,-0.067495138,1,1,26,1,1,6,266,362,255,1,1,1,1,1,9,10,1,1,1,1,1,1,4,1,95,1,1,1,6,4,3,1,15,1,1,1,303,3102,127,1
1147,1147,Male,Wave 2,195736,842,715.2,8.163265306,7028,320.7,726,4.15673365,4.709645051,71,0.1108562,0.228781165,-0.004016197,0.021485148,-0.012738443,0.01764173,-0.129416361,-0.225660392,0.067606202,37,1,26,12,1,62,634,24,5,1,1,1,1,508,6,99,1,1,1,1,1,1,1,1,3,1,1,1,35,18,11,81,1,1,542,1,916,1409,68,1
1149,1149,Male,Wave 2,195736,842,674.7,8.838746766,35831,321.9,573,4.655624288,6.093303743,110,0.033199673,0.153710323,0.058000064,-0.02342218,-0.028737672,0.021405924,-0.119140874,-0.142604555,0.136058247,35,1,19,5,1,32,360,233,108,5,1,184,1,112,93,190,6,37,1,13,4,1,1,1,438,4,1,54,51,38,27,80,1,1,183,1,902,1463,82,1
1158,1158,Male,Wave 2,195741,845,655.5,7.531584062,6381,348.9,609,5.28127002,4.876450328,88,-0.205298025,-0.042020526,-0.008660908,0.057961143,0.020143463,0.013365805,0.29552428,-0.163910176,-0.001305249,1,1,78,261,1,1,566,1,1,4,1,92,59,456,32,127,1,193,1,12,199,10,74,1,1,1,1,93,73,179,57,207,1,5,1,1,188,15,1,733
1160,1160,Male,Wave 2,195741,845,212.4,6.493506494,1,325.35,102,5.119195788,6.167415787,115,-0.118577297,0.182959874,0.153519949,0.097459616,-0.006284166,-0.019723203,0.253977791,-0.254250537,-0.050785996,1,1,97,172,3,6,702,31,1,4,1,65,44,251,53,98,4,77,1,21,224,1,40,1,1,3,1,52,45,134,16,64,1,4,1,1,270,10,1,1140
1161,1161,Female,Wave 2,195739,844,1128.6,10.67649282,102405,333.3,1290,5.467160074,6.052352202,117,-0.195879186,0.185667029,-0.07640153,0.052006933,0.01572595,0.017260993,0.227996116,0.061337995,0.161983087,1,1,63,106,2,13,252,1,1,6,1,521,86,250,143,211,1,100,1,32,4,186,39,1011,1,7,1,22,113,153,40,134,1,2,1,1,91,418,4,1
