SampleID,ID,Sex,ngen,Cage_ID,Dam_ID,folChol,liverTC,lesionArea,folGLC,folTG,shannon,faith_pd,observed_otus,UWU_PC1,UWU_PC2,UWU_PC3,WU_PC1,WU_PC2,WU_PC3,Bray_PC1,Bray_PC2,Bray_PC3,g_Bifidobacterium,g_Coriobacteriaceae UCG-002,g_Enterorhabdus,g_Alistipes,g_Staphylococcus,g_Lactobacillus,g_Lactococcus,g_Clostridium sensu stricto 1,g_Clostridium sensu stricto 13,g_[Eubacterium] brachy group,g_[Eubacterium] nodatum group,g_A2,g_Acetatifactor,g_Blautia,g_GCA-900066575,g_Lachnoclostridium,g_Lachnospiraceae FCS020 group,g_Lachnospiraceae NK4A136 group,g_Lachnospiraceae UCG-004,g_Lachnospiraceae UCG-006,g_Marvinbryantia,g_Roseburia,g_Tyzzerella,g_Romboutsia,g_Terrisporobacter,g_Anaerotruncus,g_GCA-900066225,g_Intestinimonas,g_Oscillibacter,g_Ruminiclostridium,g_Ruminiclostridium 5,g_Ruminiclostridium 9,g_Ruminococcaceae NK4A214 group,g_Ruminococcaceae UCG-010,g_UBA1819,g_Dubosiella,g_Erysipelatoclostridium,g_Faecalibaculum,g_Escherichia-Shigella,g_Akkermansia
650,650,Male,Wave 1,180011,133,1275.9,11.57115207,74588,260.7,894,3.4635637,4.943913938,90,-0.200852039,0.027058517,0.069303109,-0.03417858,0.012498831,-0.010066392,-0.062789211,0.112465359,-0.211216758,1,1,17,3,1,7,1457,1,1,4,1,163,21,394,36,90,1,51,1,5,1,1,14,391,1,2,1,15,42,24,14,45,1,4,1,1,62,2266,1,1
653,653,Female,Wave 1,180012,134,1221,11.17668097,111276,332.1,840,4.77693483,4.822830788,75,0.066454449,-0.05873288,0.190016998,-0.093347107,-0.054791404,-0.000907589,0.091389119,0.033591123,0.065945667,22,34,27,1,1,940,569,551,1,1,1,360,55,511,24,147,1,99,1,1,1,1,11,543,1,1,1,1,45,24,16,53,1,5,1,1,231,844,9,1
657,657,Female,Wave 1,180012,134,915,12.19274288,239288,383.4,816,4.110029669,4.748050514,73,-0.039050155,0.018948727,0.218040455,-0.081297371,-0.001680344,-0.022220516,0.292222352,0.0031084,-0.175979086,9,1,45,3,1,163,1955,141,1,1,1,541,19,788,39,90,26,32,1,1,1,1,30,487,1,1,3,1,32,81,16,79,5,1,1,1,222,184,126,1
661,661,Female,Wave 1,180636,142,838.5,12.77334968,60538,315.6,258,4.498224839,3.964100515,73,-0.163008037,-0.155353529,0.072079744,-0.023848929,0.027415728,0.012095466,0.295742568,0.049154645,-0.149962624,1,1,56,29,1,1,1572,1,1,1,1,295,216,849,100,121,1,76,12,33,1,351,57,100,1,15,1,56,139,88,32,28,1,1,1,1,17,489,1,1
663,663,Female,Wave 1,180636,142,1230,12.51788269,233480,294.9,621,2.87848612,3.738038915,50,0.191763624,-0.023921448,0.222075429,-0.039650138,-0.012248256,-0.014215617,-0.305600154,0.096745511,-0.09975082,1,492,10,1,1,15,533,92,324,1,1,134,1,1,42,63,1,19,1,6,79,1,19,110,1,1,1,1,20,9,5,18,2,1,1,1,253,3237,1,1
667,667,Female,Wave 1,180641,149,1698.9,12.68704327,128743,363.6,909,4.078271691,4.158477248,79,-0.226260171,-0.166836341,0.019822483,-0.054260771,0.03143887,-0.00925403,0.40249812,0.07173596,-0.14576219,1,1,32,10,3,1,2326,1,1,1,1,584,69,655,96,133,5,31,1,62,1,127,38,1,1,1,6,41,123,167,50,127,1,5,1,1,75,1,4,1
676,676,Male,Wave 1,180642,149,789.9,10.45092247,39148,406.5,411,3.093048146,3.505178047,41,0.198219708,0.013598204,0.107904457,-0.031666731,-0.023134709,0.003665239,-0.355405194,0.049920232,-0.097713691,203,1,14,1,1,1,396,202,175,1,18,1,1,1,37,15,1,1,1,1,1,30,9,1,306,1,1,10,14,1,1,17,1,1,1,1,119,3124,152,1
677,677,Male,Wave 1,180642,149,198.15,6.057040011,397,346.05,150,5.12546025,4.821136156,96,-0.248815189,0.012683885,0.046576096,0.018486896,0.033773269,0.031109609,0.411849114,0.086776213,0.002204495,1,1,7,77,1,1,986,1,1,9,8,791,127,821,220,116,7,131,1,65,1,100,54,1,1,14,14,41,144,126,45,103,1,1,1,1,36,6,3,1
680,680,Female,Wave 1,180637,143,658.2,18.39362354,53366,286.8,453,4.624506008,4.674214334,79,-0.124783794,-0.091325669,-0.141049587,-0.021238875,0.037937429,0.02006962,0.375053833,0.032028389,-0.137381349,1,1,19,269,1,26,1553,1,1,23,1,632,21,776,154,95,1,151,7,87,1,9,48,1,1,2,6,50,211,219,88,195,1,1,6,1,48,68,1,26
682,682,Female,Wave 1,180637,143,1189.5,9.072835143,15205,345.6,501,4.826655866,5.073941645,101,-0.082100151,0.106878888,0.10785766,-0.034186082,0.033441386,0.007825505,0.367330971,0.089867713,-0.052883361,1,1,32,100,4,502,1055,6,1,23,1,738,67,1201,81,119,10,43,1,40,1,13,70,1,1,1,1,59,173,195,57,106,6,1,1,1,23,51,1,1
685,685,Male,Wave 1,180638,143,888.3,11.34862991,8354,279.9,330,5.074363467,5.599150379,116,-0.216064954,-0.024115401,0.051888493,-0.054738433,0.032926502,-0.000985387,0.391508202,0.061165794,-0.080673711,6,1,22,40,7,1,1178,1,1,31,7,664,118,828,85,165,6,156,1,56,1,19,84,1,1,1,1,73,105,362,45,143,10,7,1,1,54,60,2,1
686,686,Female,Wave 1,180640,147,698.7,8.113590264,26203,313.2,378,4.834816423,4.442855971,84,-0.184028594,-0.132756056,0.015169527,-0.047598476,0.023941992,-0.003952456,0.294986433,0.067423574,0.014661505,1,1,24,9,1,4,1017,1,1,19,1,998,123,492,83,265,13,203,1,72,1,1,1,388,1,1,3,41,243,93,82,124,1,1,1,1,72,432,1,1
687,687,Female,Wave 1,180640,147,479.1,10.77586207,5881,317.1,210,3.906951833,4.148266969,72,-0.152275547,-0.157782361,-0.002534395,-0.080117398,0.030478279,-0.029458098,0.401014566,0.027685734,-0.205134982,1,1,104,59,5,1,2456,1,1,1,1,635,46,490,63,139,14,102,1,6,1,183,51,8,1,1,13,10,155,181,27,203,1,1,1,1,138,15,9,1
696,696,Female,Wave 1,180643,44,1241.4,12.27250958,259229,312.6,612,3.804715748,3.71676249,59,-0.130365166,-0.191398104,-0.008745874,0.079191347,0.017328037,-0.010444387,0.348158031,-0.017811287,-0.260284967,1,1,64,289,1,8,2499,1,1,16,6,246,1,521,1,101,1,95,14,1,1,10,1,1,1,1,1,33,53,106,13,22,3,1,1,1,1,23,7,1
697,697,Female,Wave 1,180643,44,471.6,10.31925774,90657,379.5,156,4.090484759,4.412332848,72,-0.152527388,-0.20957774,-0.001377981,0.030451063,0.022923573,0.013525347,0.293179772,-0.004770667,-0.271505822,1,1,133,251,1,4,2340,1,1,14,13,340,4,355,21,131,1,131,1,1,1,138,18,1,1,1,1,48,32,63,3,31,36,1,1,1,1,349,5,1
701,701,Male,Wave 1,180644,44,532.5,6.209818819,27402,301.5,492,4.260258656,4.568326119,61,0.087268248,-0.016285545,0.114741201,0.048998859,-0.002981226,0.003448901,-0.017048079,-0.069470776,-0.001318598,46,416,1,1,1,7,1007,1,112,1,7,391,1,12,294,116,1,79,1,1,1,1,26,1,1,1,1,56,34,12,14,62,1,1,1,1,294,1321,83,1
702,702,Male,Wave 1,180644,44,470.4,6.061422414,19119,336.3,231,4.449891832,5.453917783,83,-0.058182391,-0.080155346,-0.012246416,-0.000230957,0.017070964,0.017038183,0.230069355,0.042024923,-0.103138395,65,2,52,1,1,1,1661,1,1,9,10,559,32,288,66,166,7,135,11,1,1,8,22,1,1,7,4,34,152,136,17,40,1,8,1,1,57,855,1,1
705,705,Male,Wave 1,180647,55,636.45,6.566540948,41723,421.65,469.5,3.058350593,4.338034162,54,0.255958528,0.00312049,0.060274803,-0.089879418,-0.07392863,-0.016808385,-0.40256724,-0.04390282,-0.047333041,11,200,11,1,1,51,234,566,133,1,7,1,1,88,1,7,1,1,1,7,1,1,1,68,168,17,1,1,11,5,9,13,1,1,214,1,717,2961,109,1
719,719,Female,Wave 1,180645,63,2648.4,14.93926332,54974,272.7,2241,4.890068909,5.407786111,93,-0.003115407,0.130350994,0.126969313,-0.114643602,-0.043636167,-0.009018842,0.225443564,0.05335856,-0.065138446,1,1,23,1,1,1,1155,467,1,31,1,200,45,778,55,158,8,100,4,14,1,160,1,174,1,1,10,57,139,200,39,137,1,1,1,1,3,733,1,25
721,721,Female,Wave 1,180645,63,2066.7,10.77586207,13347,349.5,1341,4.390893511,4.775766423,75,0.064534705,0.031806371,0.090178266,-0.028286241,-0.006741142,0.037530507,0.401469393,0.04049331,-0.16885812,1,1,93,1,1,1,1890,269,1,19,1,412,53,856,22,103,1,62,1,13,1,131,1,28,1,1,1,48,149,163,22,105,1,6,4,1,1,1,1,54
722,722,Male,Wave 1,180646,63,454.8,7.379122939,2752,374.4,582,3.113807577,4.606463218,65,0.208371355,0.051384569,0.037062848,-0.034374096,-0.015261272,-0.003294386,-0.318406882,0.115678573,-0.035301798,29,1,17,1,1,1,258,112,1,11,13,76,1,10,81,122,1,9,10,1,91,1,1,283,1,1,1,1,47,5,20,83,10,1,1,1,194,3519,44,1
730,730,Female,Wave 1,181210,151,862.8,11.77362708,43146,286.2,642,3.974430275,5.114018938,80,-0.117136465,0.018982954,-0.045213271,-0.00595991,0.018817166,0.017504254,0.273165528,-0.005281385,-0.202948361,12,5,83,5,3,28,2631,1,1,6,8,103,45,552,58,95,1,95,8,28,1,93,74,1,1,1,6,1,48,46,27,95,6,1,1,1,28,403,1,1
735,735,Male,Wave 1,181211,151,614.7,7.707734674,16413,341.1,726,1.823806397,2.448695775,22,0.209735325,-0.17731,-0.180073937,-0.043506335,-0.002880801,-0.025463119,-0.340917502,0.1279341,-0.223968615,83,1,1,3,1,1,650,1,1,1,1,13,1,1,38,1,1,1,1,1,1,1,1,1,75,1,1,1,1,1,1,1,1,1,47,1,105,4450,133,1
737,737,Male,Wave 1,181229,154,577.2,7.75862069,14396,237.9,495,3.032609654,3.800299676,48,0.158959939,-0.227011031,-0.084216419,-0.021290867,-0.002377615,-0.007575948,-0.290879225,0.095564663,-0.055840211,156,331,5,1,1,1,478,1,1,1,1,208,1,12,74,133,1,53,1,15,1,1,17,15,1,1,1,1,15,1,7,34,1,1,1,1,339,3301,31,1
740,740,Male,Wave 1,181231,159,609.9,7.327586207,17580,262.2,417,4.80603424,5.107492316,102,-0.055849494,0.03137866,-0.09138245,0.026252652,0.007664323,0.018908502,0.032707227,0.11495711,0.127333809,66,1,26,1,1,2,496,1,1,39,1,768,17,117,150,187,10,186,1,128,1,1,28,1,1,4,1,49,129,45,21,119,1,1,5,1,35,1589,1,1
741,741,Male,Wave 1,181231,159,514.5,7.098385331,4328,427.2,309,2.993058276,4.89311442,52,0.230572703,-0.10881527,-0.172376176,-0.054184352,-0.001851908,-0.025790802,-0.307534264,-0.033674888,-0.126209642,86,2,31,1,1,1,696,53,136,7,1,14,1,4,12,21,1,12,1,1,1,1,1,105,170,1,1,1,4,1,13,7,1,1,113,1,476,2726,41,1
744,744,Female,Wave 1,181863,94,1182.9,11.55411877,163564,338.7,756,2.763479721,3.457384715,35,0.213871505,-0.159781652,0.123580981,-0.04459582,-0.009900744,-0.028521386,-0.383326526,-0.096309822,-0.070459117,23,577,5,1,1,1,234,1,16,9,16,1,1,1,53,35,1,1,1,1,1,1,1,13,57,1,1,1,1,5,1,10,15,1,1,1,174,2468,174,1552
745,745,Female,Wave 1,181863,94,522,12.12284483,53304,263.1,165,4.280321918,4.969440189,91,-0.160655277,-0.1444518,0.063999269,-0.078850795,0.025546116,-0.032455673,0.33529926,-0.044487903,-0.295523678,1,1,94,57,5,3,2407,1,1,1,1,604,123,49,88,211,1,160,1,15,1,471,29,5,1,6,1,15,147,90,12,103,1,1,1,1,185,22,44,1
747,747,Male,Wave 1,181864,94,825.6,8.381226054,56694,299.7,561,3.805821634,4.793942556,57,0.131827072,-0.179176677,-0.163773364,-0.037938632,0.000781365,-0.019954074,-0.128809258,-0.15724405,-0.082364351,32,624,12,1,1,1,1068,1,32,11,14,145,1,46,109,62,5,59,1,26,1,1,1,1,52,1,1,33,37,27,10,32,4,1,8,1,629,1630,35,408
753,753,Male,Wave 1,181864,94,714.9,6.510416667,85045,330,777,4.284257454,5.880557285,82,0.058716293,0.153035497,-0.022486589,-0.003081991,0.000802776,0.008168353,-0.059371645,-0.149824522,0.053442153,1,2,25,2,1,6,749,17,1,12,16,317,6,323,73,101,1,19,1,35,1,1,14,113,1,1,1,20,39,25,7,30,12,1,17,1,486,1461,30,703
757,757,Male,Wave 1,181232,161,376.5,6.593126134,16213,218.1,255,2.528095426,4.143800279,44,0.273605256,-0.156206192,-0.212753814,-0.046239179,-0.006346655,-0.026994802,-0.397046437,0.059998055,-0.124768097,56,452,1,1,1,1,324,7,88,1,1,1,1,8,50,23,1,32,1,1,44,1,3,1,43,1,3,1,14,1,1,21,8,1,51,1,102,3838,27,438
762,762,Female,Wave 1,181233,95,284.4,9.279214559,2065,260.1,228,3.104758207,4.225307381,46,0.267368485,-0.005682308,0.080015922,-0.026617347,-0.016063653,-0.012160554,-0.403937239,0.064506998,-0.034884457,173,497,4,1,1,11,217,162,25,1,1,49,5,1,11,43,1,31,1,1,1,1,1,1,112,1,1,1,5,1,1,19,1,1,1,775,184,3050,40,1
763,763,Female,Wave 1,181233,95,251.7,8.408437827,20376,356.1,231,2.834346534,3.471187163,40,0.261771926,-0.094140835,0.139592535,-0.038804019,-0.008844408,-0.023565246,-0.439453068,0.096854428,-0.072830928,81,495,1,1,1,16,172,51,127,1,1,46,1,1,8,30,1,8,1,1,1,1,5,1,143,1,1,1,1,1,1,1,7,1,1,716,125,3476,52,1
765,765,Male,Wave 1,181234,95,266.1,3.620016164,1,310.5,345,2.386924532,3.723611425,41,0.18739053,-0.001038033,0.131211885,-0.042948422,-0.007246995,-0.020569349,-0.428725813,0.102313249,-0.100295986,178,1,14,3,1,36,190,41,79,1,6,1,1,5,6,3,1,1,1,1,1,1,1,1,88,1,1,1,1,1,1,1,4,1,1,160,208,4173,67,1
777,777,Female,Wave 1,181236,157,1872.6,15.69234914,113282,228.9,1131,4.055070913,5.530115828,97,0.00423727,0.092921852,0.139621124,-0.055561689,-0.013715456,-0.010307752,-0.14605111,0.129169576,-0.001241313,24,100,19,1,1,19,506,154,1,9,1,345,3,286,184,136,1,34,1,30,1,1,21,178,1,1,1,12,41,48,14,69,8,5,1,1,257,2515,1,1
781,781,Female,Wave 1,181237,160,775.5,9.641560799,63585,299.4,252,3.809723541,4.570972116,58,0.141138027,-0.078760315,0.160104992,-0.006300147,-0.01049417,0.00503499,-0.28068569,-0.083289584,0.063930622,18,447,5,5,1,8,256,30,208,1,6,169,3,1,79,46,4,10,1,1,1,1,1,168,306,1,1,1,25,1,7,61,1,1,1,1,813,2141,171,1
787,787,Female,Wave 1,184924,124,926.85,8.081896552,93204,254.25,387,4.68584657,5.211916281,93,-0.142086724,-0.110108444,-0.00332013,-0.053849209,0.028926685,-0.011136823,0.368745017,-0.012126458,-0.22471932,1,1,64,1,1,1,2048,1,1,6,25,275,57,609,101,144,5,203,1,9,1,250,100,1,1,1,1,56,212,169,41,80,1,7,1,1,141,1,1,56
788,788,Female,Wave 1,184924,124,832.2,9.568222354,100967,262.2,420,5.085657615,5.336695527,98,-0.127661532,0.016034026,0.245143267,-0.127745599,0.045056878,-0.04686172,0.398189654,0.088348742,-0.085133266,1,1,10,3,10,1,948,5,1,11,1,557,112,1166,100,221,44,427,1,21,1,344,95,1,1,10,6,25,181,202,51,101,1,2,1,1,42,1,1,8
790,790,Male,Wave 1,184925,124,827.4,7.710315101,20659,357.3,570,4.349269138,4.297141378,66,-0.063747313,-0.245496249,0.001675817,0.016804671,0.01527935,0.020514622,0.043648674,0.093404752,0.070081281,6,1,32,17,1,1,632,1,8,1,1,307,78,981,110,129,11,40,1,1,1,1,36,1,1,1,4,64,45,58,33,42,1,1,1,1,138,1627,12,1
792,792,Male,Wave 1,184925,124,1415.4,7.151253918,47785,285,1092,2.520805139,4.299452467,59,0.066353772,-0.107472795,0.00431448,-0.047549969,0.000359259,-0.023368166,-0.350060095,0.092224601,-0.03207078,16,1,23,1,1,1,143,1,1,8,1,63,1,165,155,119,1,89,1,8,1,1,20,1,1,1,1,25,21,4,3,23,1,1,1,1,559,3909,61,1
793,793,Female,Wave 1,184922,2640:00:00,1613.1,13.32420783,438056,201.6,978,5.234673309,5.348534493,93,-0.140712781,-0.082757199,-0.060912412,0.032730818,0.015736881,0.023816337,0.147903378,0.07637738,0.249081793,1,5,11,26,1,5,150,1,1,23,8,733,1,471,260,189,9,162,1,25,20,1,25,1,1,1,1,50,151,91,18,226,1,1,1,1,108,747,3,1
794,794,Female,Wave 1,184922,2640:00:00,1393.5,11.52703506,238243,283.5,447,5.137057908,4.97130375,91,-0.197426012,0.039992185,-0.118486555,-0.011588079,0.02783668,0.024027074,0.190368695,0.154406537,0.2329222,1,5,13,52,1,1,105,1,1,24,1,1082,1,621,175,129,16,151,7,9,1,1,31,1,1,1,13,57,205,225,16,231,1,1,1,1,19,823,1,1
795,795,Male,Wave 1,184923,2640:00:00,737.1,9.724106739,158438,261.3,459,5.470376457,5.566133065,114,-0.24233696,0.006638124,0.052147762,-0.007901148,0.036780925,0.029228075,0.377153873,0.070589579,0.041052685,1,1,66,134,1,36,556,1,1,11,3,601,139,999,54,195,11,184,1,26,1,152,33,1,1,1,1,76,133,186,43,226,1,1,1,1,165,3,1,1
797,797,Male,Wave 1,184923,2640:00:00,1471.8,13.03030303,125874,272.7,963,5.203353704,5.209921991,97,-0.19566016,-0.120001041,0.073563657,-0.050849849,0.039169929,-0.000627463,0.377303459,0.020978663,-0.116566421,1,1,48,337,4,6,1115,1,1,7,5,619,173,217,116,159,8,279,8,20,1,395,72,1,1,8,13,73,141,202,40,165,1,1,1,1,46,1,5,1
802,802,Female,Wave 1,184932,135,1703.4,14.91101491,151498,302.4,432,4.591864535,4.857756381,73,-0.024850634,-0.052801658,0.195443978,0.095338499,-0.01755391,-0.009856611,0.342835239,0.017422937,-0.063709898,1,1,29,94,1,1,983,122,1,1,1,553,16,253,63,83,1,36,1,5,1,1,24,925,1,1,2,21,67,29,12,43,10,6,1,19,56,43,1,1
803,803,Female,Wave 1,184933,3720:00:00,586.5,10.38961039,2909,263.4,663,4.154897532,5.401645049,89,0.016383887,-0.009086778,-0.086661485,-0.025885296,-0.003490417,-0.008929878,-0.262767757,-0.172557865,0.108547731,10,6,40,18,1,33,301,1,47,1,1,1,1,41,145,143,2,13,1,53,74,1,11,6,4,1,1,50,21,10,35,74,1,1,76,542,642,2101,61,502
804,804,Female,Wave 1,184933,3720:00:00,1912.2,14.30976431,57029,255.45,1008,4.751009319,4.790136775,73,-0.038909493,-0.13713892,-0.131530002,0.071587726,-0.00181398,-0.007913627,0.069538906,-0.040068897,0.207804311,1,5,112,55,1,1,223,1,13,1,9,800,1,202,34,194,1,158,1,24,1,1,38,18,1,1,1,1,114,231,5,91,1,1,11,1,485,1115,39,29
808,808,Female,Wave 1,184920,2088:00:00,1862.4,10.25405571,107421,301.8,1209,4.857256593,4.498374375,65,-0.157511356,-0.187080778,-0.022256979,-0.013850929,0.035093796,0.026589175,0.402222388,0.054257865,-0.005736456,1,1,38,128,1,9,971,1,1,7,1,925,1,679,396,186,1,349,1,9,1,13,66,1,1,1,1,37,99,63,35,240,1,1,1,1,1,1,3,12
810,810,Male,Wave 1,184921,2088:00:00,460.8,8.318478907,8529,395.1,471,4.343509359,5.370882067,70,-0.026603905,-0.069582307,-0.018611504,0.017095785,-0.001916816,0.012919372,-0.146971,-0.138842876,0.133779577,72,1,36,5,1,1,154,24,1,1,1,168,1,261,105,112,1,74,1,8,1,1,34,1,17,1,1,1,42,35,30,75,11,1,1,8,414,1709,74,825
917,917,Female,Wave 2,194226,816,1244.1,11.92335728,102285,286.2,291,5.224564261,4.702853453,89,-0.001808764,-0.082764805,-0.153467838,0.027031852,0.002923565,0.018436156,0.116966869,-0.279298924,0.112694111,1,1,109,1,1,116,170,1,1,1,1,44,1,476,53,281,13,198,1,16,86,51,67,1,1,1,1,74,72,98,40,66,1,1,41,1,520,369,11,1006
918,918,Female,Wave 2,194226,816,946.8,13.53535354,37609,351.6,171,4.898931748,5.027777726,85,-0.022472935,-0.165276848,-0.124412507,0.005630445,0.007629471,0.020279942,0.182342351,-0.24706718,0.020243838,1,1,87,1,1,599,368,1,1,1,1,1,1,788,39,85,14,556,1,67,16,177,58,1,1,1,1,11,80,80,45,123,1,9,10,1,289,7,4,718
923,923,Male,Wave 2,194227,816,521.7,10.68152792,5233,316.8,219,5.165048633,5.965686223,102,-0.149462817,0.039533949,-0.05520777,0.056942652,0.007095428,0.009741832,0.047293608,-0.016880499,0.158764781,1,89,25,27,17,26,311,1,1,22,1,181,19,725,30,77,5,16,7,28,139,191,17,1,1,1,1,31,71,107,44,51,11,6,1,1,429,1009,6,1
925,925,Male,Wave 2,194227,816,483.3,8.754208754,2337,321.9,252,2.686463882,4.487025962,52,0.122327868,-0.094520738,0.047320849,-0.019826234,-0.01203865,-0.005728332,-0.391625111,0.10929301,-0.113401962,28,519,5,3,1,20,294,68,112,1,1,1,5,3,48,62,1,18,1,1,118,1,8,1,57,1,1,1,1,6,4,23,1,1,1,1,98,3638,153,1
926,926,Female,Wave 2,194230,817,1200.6,10.89845827,148239,287.4,888,3.171988116,2.835955522,27,0.273706868,0.075163254,-0.041465163,0.031534457,-0.050650788,0.021292407,-0.022074388,-0.410551239,-0.076290606,1,1,1,1,1,6,328,224,1,1,1,1,1,472,1,95,1,1,1,1,1,1,1,1,265,1,1,1,1,1,37,1,1,1,559,1,1,223,156,2475
932,932,Male,Wave 2,194231,817,612.9,8.996212121,1903,332.1,351,4.849908966,4.812579539,72,-0.081289568,0.070691505,0.198978093,0.107941341,-0.005116877,-0.011567981,0.352091234,0.080852282,0.117592941,1,1,14,77,15,14,505,76,1,7,1,712,1,1047,54,130,7,18,1,52,1,140,56,1,1,6,1,82,49,211,13,49,32,18,1,1,31,12,3,1
933,933,Female,Wave 2,194232,818,831.9,13.63636364,99494,305.4,273,5.178750155,4.966300086,85,-0.188939603,-0.094263369,-0.06060949,0.036333348,0.02492516,0.027505805,0.341611347,0.102980427,0.133563095,1,3,146,47,1,110,79,1,1,1,1,1120,125,819,278,286,7,232,1,38,1,64,79,1,1,19,1,1,232,110,27,173,1,16,1,1,1,14,1,1
935,935,Male,Wave 2,194233,818,440.4,10.28138528,21950,254.1,384,4.986217735,4.676268022,79,-0.107588142,-0.02544421,-0.004613983,0.010447672,0.022146802,0.031779328,0.296372324,0.072469567,0.2157449,1,1,57,26,1,10,189,1,1,1,14,941,30,33,789,323,12,227,1,77,1,229,88,1,1,10,1,1,202,117,36,292,1,1,1,1,9,11,9,1
936,936,Male,Wave 2,194233,818,272.4,5.565862709,1,324,360,3.456595201,4.070080951,57,0.190599969,-0.025610582,0.020189396,-0.023266217,-0.023944122,0.008136056,-0.325395029,-0.010687496,-0.024175502,1,1,36,1,4,4,329,161,1,1,1,1,1,169,94,41,1,16,1,11,161,37,6,1,204,1,1,1,29,10,14,53,1,1,227,1,388,2853,50,1
938,938,Female,Wave 2,194234,819,589.5,9.615384615,27237,349.8,456,5.21970173,4.444847857,75,-0.160394653,-0.102851309,-0.065313224,-0.111561257,0.037924018,-0.03539744,0.299070039,0.067879616,0.073610327,1,1,53,9,1,1,307,1,1,1,4,569,1,1046,133,358,6,71,1,150,1,594,78,1,1,1,1,1,214,43,59,240,1,1,1,1,90,68,1,1
940,940,Female,Wave 2,194234,819,814.5,8.8664422,89141,374.7,435,5.056480097,4.829322921,83,-0.161849181,-0.093850575,0.030936538,0.028695219,0.035339382,0.027660458,0.327805699,0.006568072,0.014804758,1,1,87,314,19,34,646,1,1,1,13,316,1,1031,72,326,4,23,1,43,1,529,58,1,1,1,1,32,84,74,38,121,1,8,1,1,261,4,13,1
941,941,Male,Wave 2,194235,819,443.4,7.800224467,13081,409.5,366,3.800911335,4.976483098,57,0.30558225,-0.037839409,0.001585541,-0.027716055,-0.010903189,-0.014196194,-0.302462655,-0.124543198,0.089916709,80,385,8,1,1,5,229,11,59,1,1,72,1,59,39,122,1,5,1,1,1,78,8,1,58,1,1,9,4,3,4,15,1,1,33,1509,401,1836,42,261
942,942,Male,Wave 2,194235,819,1034.1,7.839589929,25518,291.9,1389,4.397588256,5.315542297,87,-0.045284942,0.0478539,0.153384026,-0.042738442,0.00750775,-0.017778092,0.020477565,0.029568192,0.076356193,145,44,68,14,1,24,646,1,1,9,9,254,1,687,90,154,1,14,1,33,1,70,1,1,1,1,1,25,29,24,17,51,1,4,1,1468,156,1155,1,1
945,945,Female,Wave 2,194236,820,691.8,9.259259259,28100,192.3,432,5.485246104,6.214170715,119,-0.119397123,0.061329947,0.12341928,-0.022765601,0.02802912,0.016488795,0.266708075,0.066727325,0.006528042,1,1,61,26,2,8,735,1,1,12,1,399,84,673,58,178,6,119,33,54,1,409,59,6,1,1,3,1,147,249,34,98,8,4,1,1,1,485,61,1
946,946,Female,Wave 2,194236,820,1053.6,13.01476301,17172,270,324,5.151019168,4.044733063,74,-0.17346362,-0.167283068,0.070261972,-0.079461103,0.044383337,-0.018448984,0.35745568,0.125645337,0.025288668,1,1,93,270,4,9,391,1,1,1,1,568,143,886,68,224,1,149,39,42,1,622,80,1,1,1,36,1,150,388,65,110,7,1,1,1,1,1,1,1
951,951,Male,Wave 2,194237,820,745.8,7.246376812,2537,234.9,777,4.913929118,5.236928018,99,-0.180935337,0.025320966,-0.029683265,-0.027283904,0.022284027,0.007039346,0.182822465,0.09239992,0.056173162,1,1,25,15,24,163,779,1,1,7,1,565,87,607,252,170,9,85,24,83,1,158,34,1,1,1,1,1,91,107,31,115,13,2,1,1,56,959,1,1
953,953,Male,Wave 2,194237,820,395.1,8.98989899,2826,280.5,270,5.173969668,4.882464287,88,-0.111291093,0.160933665,-0.141101434,0.035151199,0.018986278,0.027007516,0.323958763,0.015134137,0.059504394,1,1,1,20,1,6,926,1,1,29,1,675,5,156,50,345,4,141,15,75,1,380,75,1,1,1,1,34,155,142,37,227,33,1,8,1,1,140,1,1
954,954,Female,Wave 2,194238,821,507.3,11.23172019,1,231.3,261,4.793649498,6.103874288,119,0.010502582,0.230025679,-0.023118564,-0.038255422,-0.019282822,0.010884023,-0.06731768,0.094951804,0.188583011,1,1,46,11,1,7,241,159,3,1,3,764,14,94,114,122,1,147,1,17,1,1,19,224,3,15,1,3,95,90,47,191,1,1,175,275,137,1777,4,1
957,957,Female,Wave 2,194238,821,990.3,14.20083185,138724,314.1,543,5.051786763,5.591064429,102,-0.036520672,0.092615571,0.047238176,-0.009719511,-0.010823551,0.018213415,0.064104247,-0.036243002,0.16299203,1,1,51,13,2,8,480,97,1,1,12,582,5,272,65,187,1,36,1,51,1,1,34,350,6,3,1,20,92,131,19,83,1,5,220,249,473,1067,25,1
958,958,Male,Wave 2,194239,821,416.4,9.693711307,29913,311.1,267,4.879677935,4.542428416,75,-0.11713768,-0.079166424,-0.146451556,-0.07756259,0.033800647,-0.012284538,0.345103034,0.104702065,0.16740799,1,1,15,61,1,1,345,1,1,5,1,1523,40,656,177,238,1,149,1,98,1,1,65,1,1,6,1,61,393,166,96,262,1,1,11,1,63,31,1,1
